"customer","RECENCY","frequency","monetary","R_SCORE","F_SCORE","M_SCORE","SEGMENT"
"12885","25","4","1158.27","3","4","4","OTHER CUSTOMER"
"12886","29","3","1351.09","3","3","4","OTHER CUSTOMER"
"12888","176","4","313.77","1","4","2","OTHER CUSTOMER"
"12890","-14","1","376.72","4","2","2","OTHER CUSTOMER"
"12891","147","3","331","1","3","2","OTHER CUSTOMER"
"12893","-8","1","176.55","4","1","1","OTHER CUSTOMER"
"12895","4","3","347.3","3","3","2","AVERAGE CUSTOMER"
"12897","166","2","216.5","1","2","1","OTHER CUSTOMER"
"12901","-30","36","16293.1","5","5","5","GOOD CUSTOMER"
"12902","226","1","138.68","1","1","1","OTHER CUSTOMER"
"12904","-20","2","496.06","4","3","3","OTHER CUSTOMER"
"12906","-27","5","2919.81","5","4","5","GOOD CUSTOMER"
"12908","20","4","246","3","4","2","OTHER CUSTOMER"
"12909","1","8","2128.83","3","5","5","OTHER CUSTOMER"
"12910","-15","8","3075.04","4","5","5","GOOD CUSTOMER"
"12912","-36","5","1662.3","5","4","4","GOOD CUSTOMER"
"12913","-34","5","2483.63","5","4","5","GOOD CUSTOMER"
"12915","110","2","363.65","2","2","2","AVERAGE CUSTOMER"
"12916","100","5","2921.15","2","4","5","OTHER CUSTOMER"
"12917","90","1","594","2","2","3","AVERAGE CUSTOMER"
"12919","-30","8","1301.44","5","5","4","GOOD CUSTOMER"
"12920","-21","1","162.78","4","1","1","OTHER CUSTOMER"
"12921","-35","50","16389.74","5","5","5","GOOD CUSTOMER"
"12922","123","1","405.38","2","2","2","AVERAGE CUSTOMER"
"12923","26","1","172.82","3","1","1","OTHER CUSTOMER"
"12924","50","5","929.95","2","4","4","OTHER CUSTOMER"
"12925","-34","2","694.05","5","3","3","OTHER CUSTOMER"
"12928","-3","5","2062.7","3","4","5","OTHER CUSTOMER"
"12929","84","2","105.1","2","2","1","OTHER CUSTOMER"
"12930","40","4","409.9","2","4","2","OTHER CUSTOMER"
"12931","-17","20","33462.81","4","5","5","GOOD CUSTOMER"
"12933","-14","4","606.28","4","4","3","OTHER CUSTOMER"
"12935","-36","8","2156.45","5","5","5","GOOD CUSTOMER"
"12936","-21","5","1012.9","4","4","4","GOOD CUSTOMER"
"12937","-23","4","1504.27","4","4","4","GOOD CUSTOMER"
"12938","-13","1","114.14","4","1","1","OTHER CUSTOMER"
"12939","26","8","11581.8","3","5","5","OTHER CUSTOMER"
"12940","8","4","862.4399999999999","3","4","3","OTHER CUSTOMER"
"12942","93","3","675.6","2","3","3","AVERAGE CUSTOMER"
"12943","263","1","-3.75","1","1","1","OTHER CUSTOMER"
"12944","-3","2","604.51","3","3","3","AVERAGE CUSTOMER"
"12945","250","1","462.95","1","2","2","OTHER CUSTOMER"
"12947","105","11","1407.29","2","5","4","OTHER CUSTOMER"
"12948","-22","8","2053.7","4","5","5","GOOD CUSTOMER"
"12949","-8","10","4143.02","4","5","5","GOOD CUSTOMER"
"12950","-36","3","1843","5","3","4","OTHER CUSTOMER"
"12951","-30","8","1042.07","5","5","4","GOOD CUSTOMER"
"12952","-33","5","1382.84","5","4","4","GOOD CUSTOMER"
"12953","-29","1","329.85","5","2","2","OTHER CUSTOMER"
"12955","-37","14","4734.26","5","5","5","GOOD CUSTOMER"
"12956","268","1","108.07000000000001","1","1","1","OTHER CUSTOMER"
"12957","-34","12","3979.04","5","5","5","GOOD CUSTOMER"
"12962","-31","2","266.39","5","2","2","OTHER CUSTOMER"
"12963","-30","9","1841.03","5","5","4","GOOD CUSTOMER"
"12965","51","1","769.8100000000001","2","2","3","AVERAGE CUSTOMER"
"12966","-29","1","160.18","5","1","1","OTHER CUSTOMER"
"12967","-35","4","1194.75","5","4","4","GOOD CUSTOMER"
"12968","74","1","135.95","2","1","1","OTHER CUSTOMER"
"12970","-31","4","405.47","5","4","2","OTHER CUSTOMER"
"12971","-35","89","10930.26","5","5","5","GOOD CUSTOMER"
"12974","159","1","144.8","1","1","1","OTHER CUSTOMER"
"12976","173","1","738.6","1","2","3","OTHER CUSTOMER"
"12977","118","1","39.24","2","1","1","OTHER CUSTOMER"
"12980","117","12","7092.06","2","5","5","OTHER CUSTOMER"
"12981","-9","2","372.21999999999997","4","2","2","OTHER CUSTOMER"
"12982","201","2","377.2","1","2","2","OTHER CUSTOMER"
"12984","-20","1","97.5","4","1","1","OTHER CUSTOMER"
"12985","-38","3","1215.6200000000001","5","3","4","OTHER CUSTOMER"
"12987","35","3","545","2","3","3","AVERAGE CUSTOMER"
"12988","254","1","505.82","1","2","3","OTHER CUSTOMER"
"12989","-35","19","6854.51","5","5","5","GOOD CUSTOMER"
"12990","-7","3","409.5","4","3","2","OTHER CUSTOMER"
"12991","-15","2","503.76","4","3","3","OTHER CUSTOMER"
"12993","-15","4","414.76","4","4","2","OTHER CUSTOMER"
"12994","-34","5","902.22","5","4","3","OTHER CUSTOMER"
"12995","39","2","200.72","2","2","1","OTHER CUSTOMER"
"12997","-16","7","1197.94","4","5","4","GOOD CUSTOMER"
"12999","158","3","455.88","1","3","2","OTHER CUSTOMER"
"13000","68","3","534.85","2","3","3","AVERAGE CUSTOMER"
"13001","-34","15","9765.07","5","5","5","GOOD CUSTOMER"
"13002","280","1","120.95","1","1","1","OTHER CUSTOMER"
"13003","67","3","149.05","2","3","1","OTHER CUSTOMER"
"13004","-27","22","5613.43","5","5","5","GOOD CUSTOMER"
"13005","135","3","468.95","2","3","3","AVERAGE CUSTOMER"
"13006","18","1","81.57","3","1","1","OTHER CUSTOMER"
"13008","285","2","178.47","1","2","1","OTHER CUSTOMER"
"13011","334","1","50.55","1","1","1","OTHER CUSTOMER"
"13012","-29","11","1296.62","5","5","4","GOOD CUSTOMER"
"13013","-37","15","4786.99","5","5","5","GOOD CUSTOMER"
"13014","-36","16","3365.43","5","5","5","GOOD CUSTOMER"
"13015","15","5","3339.64","3","4","5","OTHER CUSTOMER"
"13016","35","3","789.89","2","3","3","AVERAGE CUSTOMER"
"13017","-31","1","204","5","1","1","OTHER CUSTOMER"
"13018","-22","29","7272.75","4","5","5","GOOD CUSTOMER"
"13021","-34","12","2584.4","5","5","5","GOOD CUSTOMER"
"13023","26","2","689.9","3","3","3","AVERAGE CUSTOMER"
"13026","-37","8","936.15","5","5","4","GOOD CUSTOMER"
"13027","75","6","6912","2","4","5","OTHER CUSTOMER"
"13028","-16","3","659.68","4","3","3","OTHER CUSTOMER"
"13029","-8","3","1247.5","4","3","4","OTHER CUSTOMER"
"13030","-27","2","752.4399999999999","4","3","3","OTHER CUSTOMER"
"13032","0","3","996.52","3","3","4","OTHER CUSTOMER"
"13033","319","1","190.55","1","1","1","OTHER CUSTOMER"
"13034","16","2","642.77","3","3","3","AVERAGE CUSTOMER"
"13035","19","3","886.63","3","3","3","AVERAGE CUSTOMER"
"13037","100","3","881.07","2","3","3","AVERAGE CUSTOMER"
"13038","42","3","908.46","2","3","4","OTHER CUSTOMER"
"13040","-30","2","676.99","5","3","3","OTHER CUSTOMER"
"13043","215","2","471.57","1","3","3","OTHER CUSTOMER"
"13044","253","1","560.47","1","2","3","OTHER CUSTOMER"
"13045","61","1","305.28","2","1","2","OTHER CUSTOMER"
"13046","-8","2","629.31","4","3","3","OTHER CUSTOMER"
"13047","-7","18","3079.1","4","5","5","GOOD CUSTOMER"
"13048","-24","5","1789.41","4","4","4","GOOD CUSTOMER"
"13049","26","2","656.68","3","3","3","AVERAGE CUSTOMER"
"13050","-29","28","5684.61","5","5","5","GOOD CUSTOMER"
"13052","174","1","348.15","1","2","2","OTHER CUSTOMER"
"13055","26","4","1201.96","3","4","4","OTHER CUSTOMER"
"13058","-14","3","271.40000000000003","4","3","2","OTHER CUSTOMER"
"13059","211","1","183.4","1","1","1","OTHER CUSTOMER"
"13060","215","1","307.53000000000003","1","1","2","OTHER CUSTOMER"
"13061","34","1","248.60999999999999","2","1","2","OTHER CUSTOMER"
"13062","153","1","346.98","1","2","2","OTHER CUSTOMER"
"13064","-26","4","1105.59","4","4","4","GOOD CUSTOMER"
"13065","335","1","205.85999999999999","1","1","1","OTHER CUSTOMER"
"13066","-14","3","430.9","4","3","2","OTHER CUSTOMER"
"13067","44","1","115.46000000000001","2","1","1","OTHER CUSTOMER"
"13068","-28","2","344","5","2","2","OTHER CUSTOMER"
"13069","-38","27","3713.14","5","5","5","GOOD CUSTOMER"
"13070","154","1","228.8","1","1","1","OTHER CUSTOMER"
"13072","228","1","177.15","1","1","1","OTHER CUSTOMER"
"13075","91","1","919.61","2","2","4","OTHER CUSTOMER"
"13077","-37","4","728.02","5","4","3","OTHER CUSTOMER"
"13078","-37","43","12432.28","5","5","5","GOOD CUSTOMER"
"13079","-34","5","220.1","5","4","1","OTHER CUSTOMER"
"13080","141","1","58.08","1","1","1","OTHER CUSTOMER"
"13081","-37","21","27964.48","5","5","5","GOOD CUSTOMER"
"13082","88","10","3595.48","2","5","5","OTHER CUSTOMER"
"13083","-34","2","303.75","5","2","2","OTHER CUSTOMER"
"13085","119","3","272.38","2","3","2","AVERAGE CUSTOMER"
"13089","-36","118","57322.13","5","5","5","GOOD CUSTOMER"
"13090","-30","18","8689.39","5","5","5","GOOD CUSTOMER"
"13091","-17","2","319.82","4","2","2","OTHER CUSTOMER"
"13092","32","6","459.83","3","4","2","OTHER CUSTOMER"
"13093","229","13","7741.47","1","5","5","OTHER CUSTOMER"
"13094","-17","16","1708.86","4","5","4","GOOD CUSTOMER"
"13095","32","1","74.39999999999999","3","1","1","OTHER CUSTOMER"
"13097","-6","14","5886.12","3","5","5","OTHER CUSTOMER"
"13098","-37","41","28658.88","5","5","5","GOOD CUSTOMER"
"13099","61","1","207.36","2","1","1","OTHER CUSTOMER"
"13101","196","1","101.19","1","1","1","OTHER CUSTOMER"
"13102","-37","27","6336.29","5","5","5","GOOD CUSTOMER"
"13103","1","1","243.94","3","1","2","OTHER CUSTOMER"
"13104","-35","6","1098.48","5","4","4","GOOD CUSTOMER"
"13106","90","2","59.5","2","2","1","OTHER CUSTOMER"
"13107","6","5","1524.07","3","4","4","OTHER CUSTOMER"
"13108","334","1","350.06","1","2","2","OTHER CUSTOMER"
"13109","-36","5","766.84","5","4","3","OTHER CUSTOMER"
"13110","-7","8","1452.87","4","5","4","GOOD CUSTOMER"
"13113","-38","40","10510","5","5","5","GOOD CUSTOMER"
"13115","-30","14","2205.63","5","5","5","GOOD CUSTOMER"
"13116","79","2","485.19","2","3","3","AVERAGE CUSTOMER"
"13117","-17","8","984.91","4","5","4","GOOD CUSTOMER"
"13118","-19","7","1125","4","5","4","GOOD CUSTOMER"
"13120","200","1","30.6","1","1","1","OTHER CUSTOMER"
"13121","231","2","254.73","1","2","2","OTHER CUSTOMER"
"13122","56","2","922.39","2","3","4","OTHER CUSTOMER"
"13124","51","3","3756.33","2","3","5","OTHER CUSTOMER"
"13126","-34","10","2056.29","5","5","5","GOOD CUSTOMER"
"13127","39","1","259.17","2","1","2","OTHER CUSTOMER"
"13130","56","1","64","2","1","1","OTHER CUSTOMER"
"13131","-15","4","1039.3","4","4","4","GOOD CUSTOMER"
"13132","223","1","77.3","1","1","1","OTHER CUSTOMER"
"13133","235","2","109.8","1","2","1","OTHER CUSTOMER"
"13134","34","7","1740.63","2","5","4","OTHER CUSTOMER"
"13135","158","1","3096","1","2","5","OTHER CUSTOMER"
"13136","12","11","2545.38","3","5","5","OTHER CUSTOMER"
"13137","-28","9","3557.96","5","5","5","GOOD CUSTOMER"
"13138","-16","6","962.39","4","4","4","GOOD CUSTOMER"
"13139","-22","8","5055.79","4","5","5","GOOD CUSTOMER"
"13140","70","3","422.47","2","3","2","AVERAGE CUSTOMER"
"13141","46","6","2385.8","2","4","5","OTHER CUSTOMER"
"13142","-19","1","307.09000000000003","4","1","2","OTHER CUSTOMER"
"13144","294","1","110.95","1","1","1","OTHER CUSTOMER"
"13145","1","5","614.77","3","4","3","OTHER CUSTOMER"
"13146","-12","1","228.91","4","1","1","OTHER CUSTOMER"
"13147","-28","4","712.8","5","4","3","OTHER CUSTOMER"
"13148","-9","17","3324.62","4","5","5","GOOD CUSTOMER"
"13149","-24","4","1676.06","4","4","4","GOOD CUSTOMER"
"13151","165","2","1250.37","1","3","4","OTHER CUSTOMER"
"13153","-33","1","486.22","5","2","3","OTHER CUSTOMER"
"13154","106","1","-611.86","2","1","1","OTHER CUSTOMER"
"13155","-5","4","971.76","3","4","4","OTHER CUSTOMER"
"13157","11","5","1721.57","3","4","4","OTHER CUSTOMER"
"13158","56","4","1201.06","2","4","4","OTHER CUSTOMER"
"13159","-30","5","1371.25","5","4","4","GOOD CUSTOMER"
"13160","-16","1","91.8","4","1","1","OTHER CUSTOMER"
"13161","275","1","112.75","1","1","1","OTHER CUSTOMER"
"13162","84","5","1644.99","2","4","4","OTHER CUSTOMER"
"13165","8","2","1021.48","3","3","4","OTHER CUSTOMER"
"13166","244","2","414.7","1","2","2","OTHER CUSTOMER"
"13167","-20","4","791.33","4","4","3","OTHER CUSTOMER"
"13168","-2","5","1290.54","3","4","4","OTHER CUSTOMER"
"13169","25","2","712.88","3","3","3","AVERAGE CUSTOMER"
"13170","-12","1","108.81","4","1","1","OTHER CUSTOMER"
"13171","-30","5","426.81","5","4","2","OTHER CUSTOMER"
"13173","-34","2","353.65","5","2","2","OTHER CUSTOMER"
"13174","-22","3","2742.82","4","3","5","OTHER CUSTOMER"
"13176","8","1","481.49","3","2","3","AVERAGE CUSTOMER"
"13177","26","1","282.45","3","1","2","OTHER CUSTOMER"
"13178","-12","11","5725.47","4","5","5","GOOD CUSTOMER"
"13182","7","1","121.18","3","1","1","OTHER CUSTOMER"
"13183","-31","9","3957.7799999999997","5","5","5","GOOD CUSTOMER"
"13184","-24","12","1616.45","4","5","4","GOOD CUSTOMER"
"13185","229","1","71.4","1","1","1","OTHER CUSTOMER"
"13186","1","5","1539.69","3","4","4","OTHER CUSTOMER"
"13187","299","1","236.02","1","1","2","OTHER CUSTOMER"
"13188","-27","1","114.6","4","1","1","OTHER CUSTOMER"
"13189","-20","2","260.68","4","2","2","OTHER CUSTOMER"
"13192","57","2","911.94","2","3","4","OTHER CUSTOMER"
"13193","23","1","112.08","3","1","1","OTHER CUSTOMER"
"13194","97","1","60.7","2","1","1","OTHER CUSTOMER"
"13196","-27","4","1797.78","4","4","4","GOOD CUSTOMER"
"13198","-28","8","3384.09","5","5","5","GOOD CUSTOMER"
"13199","-35","39","9803.960000000001","5","5","5","GOOD CUSTOMER"
"13200","-19","4","870.09","4","4","3","OTHER CUSTOMER"
"13203","-29","4","869.46","5","4","3","OTHER CUSTOMER"
"13207","-23","2","250.26000000000002","4","2","2","OTHER CUSTOMER"
"13208","20","7","1199.65","3","5","4","OTHER CUSTOMER"
"13209","-8","11","5820.16","4","5","5","GOOD CUSTOMER"
"13210","55","1","353.48","2","2","2","AVERAGE CUSTOMER"
"13211","-28","3","1095.42","5","3","4","OTHER CUSTOMER"
"13212","-29","4","779.33","5","4","3","OTHER CUSTOMER"
"13213","18","6","1518.43","3","4","4","OTHER CUSTOMER"
"13216","229","1","333.74","1","2","2","OTHER CUSTOMER"
"13217","84","5","133.62","2","4","1","OTHER CUSTOMER"
"13218","89","1","62.64","2","1","1","OTHER CUSTOMER"
"13220","40","4","819.2900000000001","2","4","3","OTHER CUSTOMER"
"13221","202","2","847.41","1","3","3","OTHER CUSTOMER"
"13223","162","2","163.2","1","2","1","OTHER CUSTOMER"
"13224","22","3","2150.85","3","3","5","OTHER CUSTOMER"
"13225","-35","8","6083.04","5","5","5","GOOD CUSTOMER"
"13226","235","1","108.21","1","1","1","OTHER CUSTOMER"
"13227","163","1","257.7","1","1","2","OTHER CUSTOMER"
"13228","43","1","358","2","2","2","AVERAGE CUSTOMER"
"13229","187","1","160.95","1","1","1","OTHER CUSTOMER"
"13230","-34","15","2712.07","5","5","5","GOOD CUSTOMER"
"13232","-26","7","1328.35","4","5","4","GOOD CUSTOMER"
"13233","36","2","605.12","2","3","3","AVERAGE CUSTOMER"
"13235","173","2","101.17000000000002","1","2","1","OTHER CUSTOMER"
"13236","-14","3","727.27","4","3","3","OTHER CUSTOMER"
"13238","-27","5","680.83","4","4","3","OTHER CUSTOMER"
"13239","223","1","329.56","1","2","2","OTHER CUSTOMER"
"13240","58","4","663.65","2","4","3","OTHER CUSTOMER"
"13242","74","3","270.40000000000003","2","3","2","AVERAGE CUSTOMER"
"13243","165","1","585.12","1","2","3","OTHER CUSTOMER"
"13244","54","1","121.74","2","1","1","OTHER CUSTOMER"
"13245","12","1","430.5","3","2","2","AVERAGE CUSTOMER"
"13246","-20","7","1896.32","4","5","4","GOOD CUSTOMER"
"13247","-21","4","501.12","4","4","3","OTHER CUSTOMER"
"13248","86","2","465.68","2","3","3","AVERAGE CUSTOMER"
"13249","54","3","711.41","2","3","3","AVERAGE CUSTOMER"
"13253","118","2","1030.4","2","3","4","OTHER CUSTOMER"
"13255","-35","3","390.65999999999997","5","3","2","OTHER CUSTOMER"
"13256","-24","1","0","4","1","1","OTHER CUSTOMER"
"13258","-27","3","672.83","4","3","3","OTHER CUSTOMER"
"13259","23","1","283.18","3","1","2","OTHER CUSTOMER"
"13260","23","1","557.62","3","2","3","AVERAGE CUSTOMER"
"13261","230","2","944.1","1","3","4","OTHER CUSTOMER"
"13262","225","1","200.29","1","1","1","OTHER CUSTOMER"
"13263","-37","35","7436.93","5","5","5","GOOD CUSTOMER"
"13265","15","5","2092.66","3","4","5","OTHER CUSTOMER"
"13266","-27","19","3717.67","5","5","5","GOOD CUSTOMER"
"13267","-36","27","4404.44","5","5","5","GOOD CUSTOMER"
"13268","-21","15","3127.7","4","5","5","GOOD CUSTOMER"
"13269","-37","17","5312.97","5","5","5","GOOD CUSTOMER"
"13270","328","1","590","1","2","3","OTHER CUSTOMER"
"13271","-1","2","172.37","3","2","1","OTHER CUSTOMER"
"13272","-7","2","276.56","3","2","2","AVERAGE CUSTOMER"
"13273","75","1","138.98","2","1","1","OTHER CUSTOMER"
"13276","25","2","590.93","3","3","3","AVERAGE CUSTOMER"
"13277","-23","4","258.4","4","4","2","OTHER CUSTOMER"
"13278","2","1","542.73","3","2","3","AVERAGE CUSTOMER"
"13279","26","2","126.3","3","2","1","OTHER CUSTOMER"
"13280","84","3","798.46","2","3","3","AVERAGE CUSTOMER"
"13282","-20","6","1047.84","4","4","4","GOOD CUSTOMER"
"13283","21","2","93.66","3","2","1","OTHER CUSTOMER"
"13284","284","2","196.15","1","2","1","OTHER CUSTOMER"
"13285","-15","4","2709.12","4","4","5","GOOD CUSTOMER"
"13291","117","1","361.11","2","2","2","AVERAGE CUSTOMER"
"13292","0","2","578.94","3","3","3","AVERAGE CUSTOMER"
"13294","151","2","873.74","1","3","3","OTHER CUSTOMER"
"13295","321","2","197.95","1","2","1","OTHER CUSTOMER"
"13296","99","1","87.4","2","1","1","OTHER CUSTOMER"
"13297","-31","4","2089.85","5","4","5","GOOD CUSTOMER"
"13298","-37","1","360","5","2","2","OTHER CUSTOMER"
"13299","230","1","142.5","1","1","1","OTHER CUSTOMER"
"13300","126","2","365.29","2","2","2","AVERAGE CUSTOMER"
"13301","65","4","618.09","2","4","3","OTHER CUSTOMER"
"13302","117","1","63.75","2","1","1","OTHER CUSTOMER"
"13304","313","1","300.42","1","1","2","OTHER CUSTOMER"
"13305","-34","10","2000.86","5","5","5","GOOD CUSTOMER"
"13307","82","1","15","2","1","1","OTHER CUSTOMER"
"13308","-16","4","1367.61","4","4","4","GOOD CUSTOMER"
"13309","-31","5","1456.79","5","4","4","GOOD CUSTOMER"
"13310","-30","6","1083.6299999999999","5","4","4","GOOD CUSTOMER"
"13311","-34","2","598.5699999999999","5","3","3","OTHER CUSTOMER"
"13313","-16","5","1555.32","4","4","4","GOOD CUSTOMER"
"13314","-37","4","593.51","5","4","3","OTHER CUSTOMER"
"13316","-1","5","5570.69","3","4","5","OTHER CUSTOMER"
"13317","26","9","2140.07","3","5","5","OTHER CUSTOMER"
"13318","-37","3","640.76","5","3","3","OTHER CUSTOMER"
"13319","-33","36","10664.34","5","5","5","GOOD CUSTOMER"
"13320","32","6","1475.2","3","4","4","OTHER CUSTOMER"
"13321","34","2","567.36","2","3","3","AVERAGE CUSTOMER"
"13322","-21","1","199.48","4","1","1","OTHER CUSTOMER"
"13323","-35","5","787.85","5","4","3","OTHER CUSTOMER"
"13324","-6","12","7072.8","3","5","5","OTHER CUSTOMER"
"13325","43","1","675.3","2","2","3","AVERAGE CUSTOMER"
"13327","0","9","3617.57","3","5","5","OTHER CUSTOMER"
"13328","278","1","1308.48","1","2","4","OTHER CUSTOMER"
"13329","-7","4","740.4","4","4","3","OTHER CUSTOMER"
"13330","54","3","1140.93","2","3","4","OTHER CUSTOMER"
"13332","-24","1","350.9","4","2","2","OTHER CUSTOMER"
"13334","44","3","3502.32","2","3","5","OTHER CUSTOMER"
"13336","39","1","795.12","2","2","3","AVERAGE CUSTOMER"
"13338","116","3","431.82","2","3","2","AVERAGE CUSTOMER"
"13339","162","1","860.12","1","2","3","OTHER CUSTOMER"
"13340","7","7","10736.48","3","5","5","OTHER CUSTOMER"
"13341","222","1","775.85","1","2","3","OTHER CUSTOMER"
"13343","134","2","303.93","2","2","2","AVERAGE CUSTOMER"
"13344","29","3","2511.69","3","3","5","OTHER CUSTOMER"
"13345","238","2","377.59999999999997","1","2","2","OTHER CUSTOMER"
"13347","32","1","341.36","3","2","2","AVERAGE CUSTOMER"
"13348","26","1","233.76","3","1","2","OTHER CUSTOMER"
"13349","-28","1","247.32","5","1","2","OTHER CUSTOMER"
"13350","-22","3","910.72","4","3","4","OTHER CUSTOMER"
"13351","28","1","373.94","3","2","2","AVERAGE CUSTOMER"
"13352","-31","2","389.28000000000003","5","2","2","OTHER CUSTOMER"
"13354","33","1","743.53","2","2","3","AVERAGE CUSTOMER"
"13355","84","1","674.7","2","2","3","AVERAGE CUSTOMER"
"13356","42","1","768.24","2","2","3","AVERAGE CUSTOMER"
"13357","219","1","609.4","1","2","3","OTHER CUSTOMER"
"13358","230","1","439.03","1","2","2","OTHER CUSTOMER"
"13359","21","2","431.26","3","2","2","AVERAGE CUSTOMER"
"13362","-35","5","3085.49","5","4","5","GOOD CUSTOMER"
"13363","-21","2","992.5","4","3","4","OTHER CUSTOMER"
"13364","28","2","0","3","2","1","OTHER CUSTOMER"
"13365","-30","3","2191.22","5","3","5","OTHER CUSTOMER"
"13366","12","1","56.16","3","1","1","OTHER CUSTOMER"
