"customerid","totalrevenue","totalorders","lastpurchasedate"
"16366","327.3","1","21-11-2011"
"16367","800.67","2","12-12-2010"
"16368","479.91","2","11-11-2011"
"16369","1545.41","3","27-05-2011"
"16370","1301.91","4","28-04-2011"
"16372","355.73","2","06-11-2011"
"16374","466.73","2","22-03-2011"
"16376","965.47","3","22-11-2011"
"16377","676.2","1","17-03-2011"
"16378","362.95","3","16-02-2011"
"16379","2131.9","5","22-09-2011"
"16380","1743.15","1","09-10-2011"
"16383","643.76","2","26-09-2011"
"16384","584.5","2","21-03-2011"
"16385","554.86","3","10-10-2011"
"16386","302.57","2","31-03-2011"
"16387","94.36","1","21-01-2011"
"16389","1362.27","5","28-09-2011"
"16392","217.89","1","15-03-2011"
"16393","2935.8","20","28-11-2011"
"16394","1412.06","9","28-09-2011"
"16395","1482.06","5","24-06-2011"
"16398","1631.15","4","31-03-2011"
"16399","408.02","2","20-11-2011"
"16400","303.93","1","06-09-2011"
"16401","4061.24","20","31-07-2011"
"16402","293.45","2","20-03-2011"
"16403","161.04999999999998","2","31-01-2011"
"16404","443.05","1","30-09-2011"
"16405","167.25","2","10-02-2011"
"16406","154.35","1","21-11-2011"
"16407","2079.68","10","31-01-2011"
"16409","2022.98","5","26-01-2011"
"16411","211.7","2","20-11-2011"
"16412","135.99","1","17-10-2011"
"16413","262.2","1","14-10-2011"
"16414","126.25","2","18-11-2011"
"16415","200.27","1","26-10-2011"
"16416","1026.99","4","27-10-2011"
"16418","631.12","3","27-04-2011"
"16419","945.96","7","24-06-2011"
"16422","33805.69","75","31-08-2011"
"16423","346.12","1","15-11-2011"
"16424","82.56","2","06-01-2011"
"16425","302.7","1","10-02-2011"
"16426","1863.76","10","24-10-2011"
"16427","241.06","2","28-02-2011"
"16428","-2.95","1","19-09-2011"
"16429","284.55","1","25-08-2011"
"16430","300.85","1","13-10-2011"
"16431","623.28","3","15-02-2011"
"16432","287.4","1","06-10-2011"
"16433","184.26","1","11-11-2011"
"16434","1511.8","7","31-05-2011"
"16438","798.35","5","27-10-2011"
"16440","3640.67","5","19-10-2011"
"16441","381.2","2","21-02-2011"
"16442","609.3","3","26-04-2011"
"16444","638.77","5","29-05-2011"
"16445","230.51","1","06-11-2011"
"16446","2.9","3","18-05-2011"
"16447","255.91","1","27-07-2011"
"16448","182.99","1","25-05-2011"
"16449","674.69","3","26-05-2011"
"16450","311.92","1","13-07-2011"
"16451","266.97","1","13-09-2011"
"16454","-8.15","3","26-10-2011"
"16455","1841.18","7","29-03-2011"
"16456","2158.18","5","28-08-2011"
"16457","208.36","1","05-05-2011"
"16458","3482.7400000000002","18","28-09-2011"
"16460","811.23","3","28-09-2011"
"16461","142.92","1","15-06-2011"
"16462","102","4","27-09-2011"
"16463","1383.7","7","27-05-2011"
"16464","1298.66","3","20-11-2011"
"16466","1595.96","7","28-08-2011"
"16468","74.9","1","26-09-2011"
"16469","625.42","4","16-11-2011"
"16470","747.82","5","31-05-2011"
"16471","223.95000000000002","1","10-03-2011"
"16473","314.86","4","28-06-2011"
"16474","1750.6200000000001","11","22-11-2011"
"16475","544.3","4","30-06-2011"
"16477","2494.46","7","31-07-2011"
"16478","331","3","14-11-2011"
"16479","300.83","2","29-11-2011"
"16480","769.29","1","25-09-2011"
"16482","220.62","1","24-11-2011"
"16483","139.35","1","31-05-2011"
"16484","379.4","3","19-06-2011"
"16485","363.65","1","23-09-2011"
"16488","492.2","4","19-07-2011"
"16491","731.5","1","24-10-2011"
"16493","1329.66","6","28-09-2011"
"16494","826.53","1","16-02-2011"
"16495","648.26","3","08-03-2011"
"16496","1562.22","4","27-01-2011"
"16497","2965.69","6","25-01-2011"
"16498","86.12","3","30-06-2011"
"16499","319.1","5","14-12-2010"
"16500","400.86","6","23-11-2011"
"16503","1421.43","5","25-08-2011"
"16504","465.88","1","14-11-2011"
"16505","777.6","1","08-11-2011"
"16506","90.30000000000001","2","30-10-2011"
"16509","363.7","1","16-02-2011"
"16510","248.1","1","02-12-2010"
"16511","918.33","3","18-11-2011"
"16513","874.59","4","27-10-2011"
"16515","1624.14","5","18-10-2011"
"16516","101.7","1","09-11-2011"
"16517","162.7","1","07-03-2011"
"16518","480.92","3","28-02-2011"
"16519","215.07999999999998","2","14-11-2011"
"16520","1036.6200000000001","4","14-04-2011"
"16523","9295.67","28","30-09-2011"
"16525","11895.57","29","29-06-2011"
"16526","290.36","1","21-06-2011"
"16527","228.06000000000003","1","19-09-2011"
"16528","244.41","1","06-12-2011"
"16529","455.25","1","02-06-2011"
"16531","1244.59","7","26-09-2011"
"16532","6748.8","3","27-07-2011"
"16533","1014.19","5","20-11-2011"
"16535","593.75","1","04-12-2011"
"16536","538.17","2","24-08-2011"
"16539","1388.81","4","16-12-2010"
"16542","119.62","1","17-10-2011"
"16545","339.3","1","28-06-2011"
"16546","-95.93000000000002","3","22-02-2011"
"16549","4034.9","10","29-11-2011"
"16550","2266.25","9","28-06-2011"
"16551","922.12","3","07-01-2011"
"16552","379.73","2","11-04-2011"
"16553","5664.57","14","29-06-2011"
"16554","641.55","7","28-10-2011"
"16555","285.89","2","22-08-2011"
"16556","3313.79","7","30-06-2011"
"16557","281.85","2","25-07-2011"
"16558","8257.04","24","31-05-2011"
"16560","816.51","3","18-11-2011"
"16561","511.12","2","11-10-2011"
"16563","1077.74","1","17-10-2011"
"16565","173.7","1","10-12-2010"
"16566","614.01","6","31-05-2011"
"16567","865.6","2","29-05-2011"
"16569","124.2","1","06-12-2011"
"16570","3622.95","15","31-01-2011"
"16571","1285.22","5","16-06-2011"
"16572","999.7","4","28-07-2011"
"16573","648.41","4","27-09-2011"
"16574","451.44","1","29-09-2011"
"16579","-30.599999999999998","1","09-12-2010"
"16581","70.44","2","10-06-2011"
"16582","313.62","1","18-08-2011"
"16583","233.45000000000002","1","01-12-2010"
"16584","908.03","3","30-03-2011"
"16586","463.95","1","05-04-2011"
"16587","225.15","1","21-04-2011"
"16589","459.24","3","29-09-2011"
"16591","213.5","1","02-10-2011"
"16592","4073.28","19","28-04-2011"
"16593","330.03","3","20-10-2011"
"16594","181.09","1","25-09-2011"
"16595","360.16","1","09-10-2011"
"16596","250.15","2","24-11-2011"
"16597","90.04","1","05-12-2011"
"16598","140.7","2","27-02-2011"
"16600","813.52","6","31-03-2011"
"16601","242.7","1","30-10-2011"
"16602","494.72999999999996","2","08-11-2011"
"16603","482.47","2","26-09-2011"
"16607","3038.67","16","29-03-2011"
"16609","5450.96","9","27-07-2011"
"16610","75.66","1","04-05-2011"
"16611","120.99000000000001","2","20-04-2011"
"16612","1187.66","4","12-08-2011"
"16613","618.59","1","30-09-2011"
"16614","506.19","1","10-06-2011"
"16616","500.42","2","24-11-2011"
"16617","151.85","1","18-04-2011"
"16618","2630.64","6","25-03-2011"
"16619","204.41","2","31-03-2011"
"16620","178.96","2","24-03-2011"
"16621","813.48","4","19-10-2011"
"16623","129.45000000000002","1","08-04-2011"
"16624","810.5699999999999","2","26-05-2011"
"16625","333.08","1","10-03-2011"
"16626","4379.65","20","30-10-2011"
"16627","322.8","1","21-09-2011"
"16628","2183.04","6","27-07-2011"
"16629","408.63","2","27-09-2011"
"16633","2878.15","7","31-10-2011"
"16634","217.9","2","02-12-2010"
"16637","1124.59","5","28-04-2011"
"16638","1676.47","11","31-03-2011"
"16639","1169.38","4","18-04-2011"
"16641","231.1","1","26-08-2011"
"16642","679.83","3","17-05-2011"
"16643","487.51","1","08-04-2011"
"16644","833.78","2","15-06-2011"
"16647","214.06","2","23-06-2011"
"16648","270.85999999999996","2","28-10-2011"
"16650","518.42","1","29-09-2011"
"16652","6654.26","11","31-08-2011"
"16653","1166.92","3","29-09-2011"
"16654","594.97","5","21-07-2011"
"16655","3789.52","6","31-07-2011"
"16656","8568.24","21","31-05-2011"
"16657","874.43","4","30-11-2011"
"16658","123.24","1","06-12-2010"
"16659","39.12","1","03-06-2011"
"16660","810.4499999999999","5","24-01-2011"
"16665","135.4","1","12-12-2010"
"16666","118.98","1","20-11-2011"
"16667","567.18","2","28-02-2011"
"16668","306.71999999999997","6","28-02-2011"
"16669","1344.88","4","22-09-2011"
"16670","4022.46","17","27-06-2011"
"16671","1692.27","3","28-06-2011"
"16672","8093.59","23","28-09-2011"
"16674","304.24","2","16-10-2011"
"16676","1558.72","5","20-04-2011"
"16678","3013.83","17","29-11-2011"
"16679","129.75","1","08-12-2010"
"16680","183.7","1","27-10-2011"
"16681","1770.34","6","31-03-2011"
"16682","1028","5","13-10-2011"
"16684","65892.08","31","29-07-2011"
"16685","324.24","2","09-10-2011"
"16686","2940.53","9","29-05-2011"
"16688","1260.86","4","29-11-2011"
"16689","303.26","3","25-09-2011"
"16690","208.63","3","28-09-2011"
"16692","1276","2","28-03-2011"
"16693","477.86","2","13-03-2011"
"16696","657.9000000000001","4","27-07-2011"
"16697","112.75","1","12-04-2011"
"16698","1998","2","31-03-2011"
"16700","5040","17","27-01-2011"
"16701","5150.2699999999995","18","28-06-2011"
"16705","13946.130000000001","29","31-10-2011"
"16706","531.35","3","17-08-2011"
"16708","656.63","1","25-10-2011"
"16709","3029.87","5","24-05-2011"
"16710","2467.99","10","26-09-2011"
"16711","1651.03","5","22-07-2011"
"16712","3611.31","11","30-11-2011"
"16713","6827.88","21","30-03-2011"
"16714","879.06","4","26-01-2011"
"16715","301.71999999999997","1","22-09-2011"
"16716","319.8000000000001","3","18-03-2011"
"16717","3263.06","9","30-11-2011"
"16718","606.0500000000001","1","05-12-2010"
"16719","1753.72","8","26-09-2011"
"16720","152.95","1","13-11-2011"
"16721","292.47","1","22-03-2011"
"16722","4711.21","16","26-04-2011"
"16723","576.4","2","24-08-2011"
"16725","752.32","8","27-01-2011"
"16726","1358.74","5","27-05-2011"
"16727","256.32","1","10-12-2010"
"16728","1048.28","4","26-06-2011"
"16729","7041.69","26","30-09-2011"
"16730","702.79","4","24-01-2011"
"16732","603.75","1","08-11-2011"
"16734","646.76","3","18-10-2011"
"16735","2216.06","7","22-09-2011"
"16737","417.59999999999997","1","17-10-2011"
"16738","3.75","1","15-02-2011"
"16739","312.55","2","20-06-2011"
"16742","0","2","24-10-2011"
"16743","2166.88","8","18-08-2011"
"16744","1291.91","7","28-11-2011"
"16745","7157.1","18","30-06-2011"
"16746","6676.76","19","31-08-2011"
"16747","826.96","4","14-11-2011"
"16748","1515.9","5","22-11-2011"
"16750","623.93","5","27-09-2011"
"16751","1764.72","1","09-11-2011"
"16752","207.5","1","02-12-2010"
"16753","223.92000000000002","1","12-10-2011"
"16754","2002.4","1","02-12-2010"
"16755","1463.23","5","28-01-2011"
"16756","239.4","1","09-05-2011"
"16757","106.83000000000001","1","25-01-2011"
"16758","369.34","1","05-10-2011"
"16759","772.84","4","29-11-2011"
"16761","316.62","1","04-09-2011"
"16762","1207.24","3","25-10-2011"
"16763","594.9","2","25-05-2011"
"16764","2749.95","18","31-07-2011"
"16765","34","1","18-02-2011"
"16766","1145.6","2","11-03-2011"
"16767","5575.56","11","27-07-2011"
"16768","458.04","5","28-08-2011"
"16769","361.54","1","24-03-2011"
"16770","731.9","6","30-01-2011"
"16771","2242.61","5","25-09-2011"
"16773","171.59","1","13-10-2011"
"16774","654.92","5","20-07-2011"
"16775","1691.51","11","29-11-2011"
"16776","371.54","1","10-10-2011"
"16777","222.62","2","27-03-2011"
"16778","245.94","2","26-09-2011"
"16779","10436.050000000001","28","31-01-2011"
"16780","422.24","2","31-08-2011"
"16781","294.65","2","09-12-2010"
"16782","2230.3","19","29-11-2011"
"16784","107.6","1","20-11-2011"
"16788","594.39","2","30-03-2011"
"16789","80.8","1","01-12-2011"
"16790","1520.1200000000001","8","23-11-2011"
"16791","1690.28","8","21-03-2011"
"16792","110.38000000000001","2","02-03-2011"
"16793","243.84","1","13-10-2011"
"16794","1175.3","12","29-11-2011"
"16795","414.88","1","09-12-2010"
"16796","305.62","1","11-09-2011"
"16800","1162.65","1","28-11-2011"
"16801","842.33","5","31-05-2011"
"16803","332.3","1","05-10-2011"
"16804","536.99","3","16-11-2011"
"16805","460.59","2","19-06-2011"
"16806","762.16","4","28-08-2011"
"16807","1121.59","3","20-07-2011"
"16808","288.42","2","10-03-2011"
"16809","912.74","6","26-07-2011"
"16810","275.64","2","31-05-2011"
"16811","547.07","2","22-11-2011"
"16812","479.35","1","14-12-2010"
"16813","1652.18","10","31-07-2011"
"16814","6408.2","22","31-05-2011"
"16816","417.06","4","30-01-2011"
"16817","1446.95","13","25-03-2011"
"16818","3317.97","13","29-11-2011"
"16820","497.61","1","05-09-2011"
"16823","358.38","1","26-04-2011"
"16824","460.64","2","28-06-2011"
"16825","775.1800000000001","2","07-06-2011"
"16826","341.7","1","19-10-2011"
"16828","128.5","2","19-08-2011"
"16829","197.22","1","06-07-2011"
"16830","325.91","1","01-11-2011"
"16832","199.15","3","20-05-2011"
"16833","1106.53","4","25-03-2011"
"16834","413.46","1","26-04-2011"
"16835","180.85","2","03-08-2011"
"16836","251.87","2","31-10-2011"
"16837","3167.73","12","31-05-2011"
"16838","582.9","3","26-05-2011"
"16839","15357.78","39","31-07-2011"
"16841","1774.62","7","25-07-2011"
"16842","1260.44","4","31-08-2011"
"16843","10183.82","17","28-10-2011"
"16846","214.32","1","20-10-2011"
"16847","193.44","1","27-10-2011"
"16848","281.42","1","18-10-2011"
"16849","124.57","1","06-06-2011"
"16850","332.41","1","10-01-2011"
"16851","342.45","3","28-10-2011"
"16852","144.91","2","29-11-2011"
"16855","328.4","2","27-10-2011"
"16856","35.400000000000006","1","25-11-2011"
"16858","345.89000000000004","2","08-12-2010"
"16859","473.14","5","25-08-2011"
"16861","151.65","3","11-10-2011"
"16863","481.35","4","14-12-2010"
"16866","207.73999999999998","3","22-07-2011"
"16869","797.32","5","27-06-2011"
"16871","2761.4900000000002","7","29-03-2011"
"16872","680.0200000000001","3","26-08-2011"
"16873","7066.31","10","26-05-2011"
"16875","2023.47","9","21-07-2011"
"16877","846.62","6","30-10-2011"
"16878","0","2","16-09-2011"
"16880","1491.43","7","19-06-2011"
"16881","432","1","04-10-2011"
"16882","705.12","3","26-01-2011"
"16883","272.48","2","05-06-2011"
"16884","429.84000000000003","2","02-11-2011"
"16885","450.41","3","24-11-2011"
"16887","192.33","1","04-11-2011"
"16889","1578.67","3","29-05-2011"
"16891","742.4300000000001","5","21-07-2011"
"16892","489.49","7","24-11-2011"
"16893","145.93","1","08-12-2010"
"16895","202.27","1","06-10-2011"
"16897","213.03","3","30-01-2011"
"16898","436.68","4","15-06-2011"
"16899","1271.06","6","20-11-2011"
"16900","187.69000000000005","5","28-11-2011"
"16902","1706.88","1","15-08-2011"
"16903","363.2","1","10-11-2011"
"16904","3653.75","16","30-06-2011"
"16905","3020.65","8","24-03-2011"
"16906","559.59","4","19-09-2011"
"16907","928.76","5","22-02-2011"
"16909","364.14","2","28-09-2011"
"16910","1508.96","8","30-11-2011"
"16912","2508.87","14","28-07-2011"
"16913","113.44","1","22-02-2011"
"16914","183.76","1","03-11-2011"
"16915","621.6800000000001","6","30-11-2011"
"16916","562.41","2","16-11-2011"
"16917","391.52","1","08-03-2011"
"16918","1043.34","7","26-01-2011"
"16919","2592.25","11","31-05-2011"
"16921","154.18","1","09-10-2011"
"16923","6488.3","26","30-10-2011"
"16924","722.64","4","18-11-2011"
"16926","230.25","1","03-12-2010"
"16927","543.05","3","16-08-2011"
"16928","2748.6","19","30-08-2011"
"16929","1295.39","7","29-09-2011"
"16930","378.89","3","13-11-2011"
"16931","4554.87","21","31-10-2011"
"16932","150.23","1","17-10-2011"
"16933","530.08","5","18-04-2011"
"16934","931.03","2","16-10-2011"
"16936","261.9","1","14-11-2011"
"16938","1878.43","5","13-06-2011"
"16940","3049.88","3","23-06-2011"
"16942","1878.51","10","27-11-2011"
"16943","816.73","3","25-01-2011"
"16945","4345.5","19","29-07-2011"
"16947","406.48","1","18-04-2011"
"16948","435.02000000000004","3","24-07-2011"
"16949","1161.27","7","30-10-2011"
"16950","1178.56","3","14-10-2011"
"16951","1262.75","4","28-07-2011"
"16952","167.60999999999999","2","22-08-2011"
"16953","20.8","1","09-11-2011"
"16954","2085.08","9","30-03-2011"
"16955","493.67","5","14-12-2010"
"16956","292.34","2","30-11-2011"
"16957","416.64","2","14-04-2011"
"16959","117.35000000000001","1","13-09-2011"
"16960","507.05","3","10-10-2011"
"16961","234.17","1","15-08-2011"
"16963","110.55000000000001","1","05-06-2011"
"16965","201.19","1","27-04-2011"
"16966","2148.47","10","29-06-2011"
"16967","319.02","1","03-06-2011"
"16968","439.43","2","24-08-2011"
"16969","650.41","3","31-10-2011"
"16971","232.21","2","07-12-2011"
"16976","251.51999999999998","1","17-03-2011"
"16978","344.33","1","23-09-2011"
"16979","1809.05","8","22-11-2011"
"16980","1028.46","2","29-03-2011"
"16982","384.06","1","10-10-2011"
"16983","1894.82","8","27-11-2011"
"16984","4370.59","5","31-08-2011"
"16985","5461.62","11","30-01-2011"
"16986","1873.2","2","10-11-2011"
"16987","1616.8","7","28-10-2011"
"16988","126.12","1","04-12-2011"
"16989","1133.25","6","24-11-2011"
"16990","179","1","05-05-2011"
"16992","1601.8600000000001","6","29-11-2011"
"16995","-1.25","1","02-12-2010"
"16996","1427.46","9","24-08-2011"
"16997","702","3","24-02-2011"
"16998","287.02000000000004","6","24-05-2011"
"16999","484.82","2","26-09-2011"
"17001","3989.57","11","24-10-2011"
"17002","1487.78","4","27-09-2011"
"17004","1312.14","2","24-10-2011"
"17006","781.78","4","25-09-2011"
"17007","877.4300000000001","7","22-05-2011"
"17010","185.46","2","23-11-2011"
"17011","270.9","1","09-11-2011"
"17014","562.6800000000001","4","07-11-2011"
"17015","1838.6100000000001","3","29-09-2011"
"17017","8574.11","27","30-11-2011"
"17018","920.1","2","30-10-2011"
"17019","1258.08","4","28-11-2011"
"17022","71","1","08-11-2011"
"17024","95.85","3","25-10-2011"
"17025","357.77","3","10-10-2011"
"17026","154.82999999999998","2","07-06-2011"
"17027","835.86","7","28-02-2011"
"17029","716","2","21-08-2011"
"17030","146.87","1","07-10-2011"
"17031","380.35","2","28-11-2011"
"17033","1030.1399999999999","3","15-12-2010"
"17034","734.5699999999999","4","25-02-2011"
"17035","388.33","3","11-02-2011"
"17037","1253.22","2","22-09-2011"
"17038","112.4","1","09-11-2011"
"17040","449.73","1","25-07-2011"
"17041","1055.69","4","23-08-2011"
"17042","1036.58","5","27-05-2011"
"17043","1735.18","4","19-10-2011"
"17044","897.4300000000001","3","15-12-2010"
"17045","339.44","3","18-08-2011"
"17046","642.02","1","05-07-2011"
"17047","1100.9","3","18-05-2011"
"17048","864.32","6","21-01-2011"
"17049","5589.83","11","18-11-2011"
"17050","3185.64","6","20-02-2011"
"17051","240.89","1","29-05-2011"
"17052","399.09","1","11-11-2011"
"17053","496.38","2","03-08-2011"
"17054","1353.83","6","28-07-2011"
"17058","1179.89","3","24-05-2011"
"17059","3080.39","5","26-05-2011"
"17060","234.24","1","18-03-2011"
"17061","5116.13","12","31-05-2011"
"17062","529.43","5","30-01-2011"
"17063","1421.5900000000001","11","29-06-2011"
"17064","855.45","3","16-01-2011"
"17065","-112.35","1","19-07-2011"
"17068","4531.34","22","31-01-2011"
"17069","2655.2200000000003","13","27-04-2011"
"17070","304.24","1","17-08-2011"
"17071","2385.48","14","31-03-2011"
"17073","1446.09","4","22-11-2011"
"17075","813.77","5","31-03-2011"
"17076","841.0799999999999","3","11-03-2011"
"17078","378.2","2","03-11-2011"
"17079","118.80000000000001","1","22-09-2011"
"17080","285.5","3","17-11-2011"
"17081","288.91","2","24-10-2011"
"17082","2003.85","2","25-01-2011"
"17083","1405.78","3","22-08-2011"
"17084","2747.9900000000002","2","04-11-2011"
"17085","1550.8","6","20-12-2010"
"17086","2050.08","6","21-10-2011"
"17088","1991.01","4","31-03-2011"
"17090","1972.55","8","26-04-2011"
"17091","3802.81","10","25-01-2011"
"17092","1774.03","4","20-10-2011"
"17094","270.2","2","25-01-2011"
"17095","1088.2","6","17-11-2011"
"17096","992.6800000000001","7","30-11-2011"
"17097","937.92","9","31-08-2011"
"17100","971.74","2","21-11-2011"
"17101","1621.73","4","29-11-2011"
"17102","25.5","1","23-03-2011"
"17105","665.78","2","06-02-2011"
"17107","10362.48","7","25-09-2011"
"17109","865.9300000000001","8","26-10-2011"
"17110","163.29999999999998","1","27-06-2011"
"17111","231.61","1","23-10-2011"
"17114","739.72","10","26-06-2011"
"17115","806.9","5","27-04-2011"
"17117","116.19999999999999","1","24-02-2011"
"17118","157.02","1","26-01-2011"
"17119","593.61","3","24-10-2011"
"17120","307.46","1","20-04-2011"
"17122","138.32","1","12-08-2011"
"17123","345.3","1","01-07-2011"
"17124","294.24","1","07-06-2011"
"17125","230.5","1","20-10-2011"
"17126","976.55","7","13-02-2011"
"17128","157.09","1","09-01-2011"
"17131","2463.17","5","25-09-2011"
"17133","4892.24","7","24-11-2011"
"17134","413.2","2","25-08-2011"
"17135","1139.73","7","23-11-2011"
"17138","380.5","1","09-03-2011"
"17139","10567.87","15","25-03-2011"
"17140","454.12","1","06-04-2011"
"17142","579","1","14-04-2011"
"17144","984.57","2","16-09-2011"
"17146","749.78","3","26-08-2011"
"17147","1679.64","6","24-02-2011"
"17148","124.88","1","19-10-2011"
"17152","1503.5","4","29-05-2011"
"17153","213.78","1","15-11-2011"
"17154","329.34","1","25-09-2011"
"17155","251.7","2","22-11-2011"
"17157","306.55","3","20-06-2011"
"17158","1266.97","3","21-04-2011"
"17159","1534.73","4","25-09-2011"
"17160","3518.03","6","28-04-2011"
"17162","1707.21","11","31-07-2011"
"17163","293.1","2","22-09-2011"
"17164","2466.4","8","21-09-2011"
"17165","158.68","1","28-02-2011"
"17166","189.49","3","27-05-2011"
"17169","816.88","4","20-10-2011"
"17171","224.91","1","23-02-2011"
"17172","313.26","2","26-09-2011"
"17173","3755.65","9","31-07-2011"
"17174","59.9","1","06-05-2011"
"17175","1430.94","5","26-10-2011"
"17176","306.13","1","22-05-2011"
"17179","711.79","3","21-04-2011"
"17180","768.32","6","27-01-2011"
"17181","239.92000000000002","2","13-10-2011"
"17183","3286.9100000000003","8","30-10-2011"
"17186","144","2","24-10-2011"
"17187","203.95","1","27-04-2011"
"17188","2275.58","9","28-11-2011"
"17189","383.75","2","25-08-2011"
"17190","249.74","3","16-05-2011"
"17191","2093.68","7","11-11-2011"
"17193","1674.46","9","25-10-2011"
"17194","262.62","2","14-12-2010"
"17197","1013.01","1","10-11-2011"
"17198","692.22","3","16-11-2011"
"17201","289.78","1","17-10-2011"
"17203","3560.08","6","18-10-2011"
"17204","1352.91","9","25-03-2011"
"17205","384.08","1","17-10-2011"
"17206","204.24","1","17-10-2011"
"17211","2299.67","9","23-10-2011"
"17212","226.85","1","31-03-2011"
"17213","2741.08","11","30-10-2011"
"17214","974.12","7","20-02-2011"
"17217","113.5","1","19-04-2011"
"17218","1951.97","10","29-09-2011"
"17219","114.23","1","08-11-2011"
"17220","3187.55","14","31-01-2011"
"17221","334.48","2","03-11-2011"
"17222","328.65","1","05-10-2011"
"17223","416.89","2","06-12-2010"
"17226","393.49","1","04-02-2011"
"17227","939.32","6","30-09-2011"
"17228","1906.09","8","24-11-2011"
"17229","318.76","2","20-07-2011"
"17230","3466.67","11","20-12-2010"
"17231","3078.22","14","27-11-2011"
"17232","417.77","2","25-11-2011"
"17233","190.88","1","04-11-2011"
"17234","149.89","1","10-06-2011"
"17235","550.06","2","14-11-2011"
"17236","916.13","6","27-11-2011"
"17237","314.69","2","28-11-2011"
"17238","3719.1","17","28-03-2011"
"17239","379.95","2","31-01-2011"
"17242","1135.04","2","23-08-2011"
"17243","8491.75","30","27-07-2011"
"17244","954.9","1","17-10-2011"
"17245","171.45","1","19-05-2011"
"17247","280.09000000000003","1","24-11-2011"
"17248","318.65","1","11-08-2011"
"17250","381.97","2","23-03-2011"
"17251","269.83","1","12-12-2010"
"17252","348.91","2","15-08-2011"
"17253","178.26","1","21-11-2011"
"17254","271.19","2","24-11-2011"
"17255","291.48","2","30-10-2011"
"17256","240","2","31-01-2011"
"17259","581.23","2","14-07-2011"
"17262","1253.3600000000001","5","26-04-2011"
"17263","63.44","1","15-05-2011"
"17265","550.01","2","24-07-2011"
"17266","296.58","3","15-07-2011"
"17267","317.2","2","04-08-2011"
"17268","763.64","4","24-08-2011"
"17272","2144.53","5","28-10-2011"
"17274","107.82","1","04-11-2011"
"17277","1065.3500000000001","2","26-04-2011"
"17278","246.04","1","12-04-2011"
"17279","187.83","1","13-10-2011"
"17282","1685.46","3","19-06-2011"
"17284","1636.58","7","26-06-2011"
"17286","151.37","1","18-11-2011"
"17287","1049.06","7","26-09-2011"
"17288","1417.63","7","30-11-2011"
"17289","922.77","4","12-06-2011"
"17290","513.01","2","23-11-2011"
"17291","550.8000000000001","1","04-02-2011"
"17293","1854.06","9","15-09-2011"
"17295","547","3","11-11-2011"
"17297","128.18","1","22-11-2011"
"17298","498.42","2","30-08-2011"
"17299","656.61","4","31-08-2011"
"17301","163.24","1","18-11-2011"
"17302","1119.93","6","25-11-2011"
"17303","250.04","1","13-12-2010"
"17306","8600.73","21","30-03-2011"
"17307","-152.64000000000001","1","09-12-2010"
"17309","82.75","1","05-09-2011"
"17311","1384.85","2","27-01-2011"
"17312","644.3","3","24-07-2011"
"17313","2288.13","2","22-11-2011"
"17314","2514.76","11","31-01-2011"
"17315","6193.43","43","31-08-2011"
"17317","2524.02","5","24-10-2011"
"17320","1200.6200000000001","3","31-08-2011"
"17321","657.16","2","03-10-2011"
"17323","894.4399999999999","9","26-06-2011"
"17324","986.48","4","22-11-2011"
"17325","96.8","1","04-03-2011"
"17329","523.11","2","28-01-2011"
"17330","363.9","2","17-11-2011"
"17331","175.2","1","08-08-2011"
"17333","494.25","1","15-09-2011"
"17334","306.6","3","11-02-2011"
"17337","1897.51","7","12-05-2011"
"17338","6461.79","10","22-11-2011"
"17339","243.36","2","09-12-2010"
"17340","11891.18","16","31-05-2011"
"17341","682.29","3","08-12-2010"
"17343","193.64","1","19-12-2010"
"17344","157.62","1","24-10-2011"
"17345","519.6899999999999","4","27-05-2011"
"17346","2557.9","16","28-11-2011"
"17347","228.96","1","14-09-2011"
"17348","1156.6","5","29-09-2011"
"17349","98.25","1","13-06-2011"
"17350","1251.44","5","25-10-2011"
"17351","587.15","3","23-06-2011"
"17353","1740","2","08-07-2011"
"17354","1393.06","1","20-10-2011"
"17356","178.22","1","01-02-2011"
"17357","384.39","2","15-11-2011"
"17358","360.81","2","19-12-2010"
"17359","127.86","1","28-11-2011"
"17360","568.24","3","22-11-2011"
"17361","488.2","3","21-10-2011"
"17362","312.23","2","14-04-2011"
"17364","4437.23","12","29-03-2011"
"17365","4767.36","8","31-03-2011"
"17367","167.55","1","15-04-2011"
"17368","1315.72","9","25-03-2011"
"17370","446.18","4","28-09-2011"
"17371","418.4","3","22-11-2011"
"17372","1337.18","8","30-10-2011"
"17373","646.92","4","31-01-2011"
"17374","495.77","2","05-05-2011"
"17375","372.5","4","31-01-2011"
"17376","203.2","2","30-09-2011"
"17377","3883.32","21","29-03-2011"
"17379","389.72","1","28-11-2011"
"17381","20272.43","30","21-04-2011"
"17382","65.4","1","05-10-2011"
"17383","193.39","1","05-12-2011"
"17384","336.40000000000003","2","20-11-2011"
"17385","256.11","1","25-11-2011"
"17386","2686.42","6","27-06-2011"
"17387","746.81","2","20-11-2011"
"17388","1259.5600000000002","4","31-07-2011"
"17389","31300.079999999998","43","31-01-2011"
"17391","508.8","2","29-06-2011"
"17392","417.27","2","16-12-2010"
"17394","203.86999999999998","1","04-05-2011"
"17396","7330.8","8","31-10-2011"
"17397","681.41","2","17-11-2011"
"17398","653.38","3","29-03-2011"
